userID,placeID,rating,food_rating,service_rating,latitude,longitude,smoker,drink_level,dress_preference,ambience,transport,marital_status,hijos,birth_year,interest,personality,religion,activity,color,weight,budget,height,Rcuisine_x,Rcuisine_y,Rpayment,parking_lot,hours,days
U1082,132594,0,0,0,23.753061,-99.166095,true,abstemious,informal,friends,public,single,?,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,Mexican,Mexican,cash,public,09:30-23:30;,Mon;Tue;Wed;Thu;Fri;
U1082,132608,0,0,0,23.753061,-99.166095,true,abstemious,informal,friends,public,single,?,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,Mexican,Mexican,cash,public,19:00-02:00;,Mon;Tue;Wed;Thu;Fri;
U1082,132609,0,0,0,23.753061,-99.166095,true,abstemious,informal,friends,public,single,?,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,Mexican,Fast_Food,cash,yes,12:00-18:00;,Mon;Tue;Wed;Thu;Fri;
U1082,132663,0,0,0,23.753061,-99.166095,true,abstemious,informal,friends,public,single,?,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,Mexican,Mexican,,none,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
U1082,132560,0,0,0,23.753061,-99.166095,true,abstemious,informal,friends,public,single,?,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,Mexican,Regional,cash,public,08:00-12:00;,Mon;Tue;Wed;Thu;Fri;
U1060,132564,2,2,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,Burgers,,,none,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
U1060,132717,2,2,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,Burgers,Fast_Food,cash,public,09:30-21:30;,Mon;Tue;Wed;Thu;Fri;
U1060,132733,2,1,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,Burgers,Pizzeria,cash,yes,10:30-22:30;,Mon;Tue;Wed;Thu;Fri;
U1060,132740,1,2,1,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,Burgers,Mexican,cash,none,08:30-12:00;,Mon;Tue;Wed;Thu;Fri;
U1015,135071,0,0,0,22.12676,-100.905209,true,social drinker,informal,family,public,single,independent,1989,technology,thrifty-protector,Catholic,student,black,87,medium,1.67,Mexican,Bar,cash,yes,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;
U1123,132733,1,2,1,23.753112,-99.168567,false,abstemious,informal,family,?,single,independent,1987,technology,hard-worker,Catholic,student,green,110,medium,1.75,Mexican,Pizzeria,cash,yes,10:30-22:30;,Mon;Tue;Wed;Thu;Fri;
U1123,132608,1,2,1,23.753112,-99.168567,false,abstemious,informal,family,?,single,independent,1987,technology,hard-worker,Catholic,student,green,110,medium,1.75,Mexican,Mexican,cash,public,19:00-02:00;,Mon;Tue;Wed;Thu;Fri;
U1123,135104,2,2,2,23.753112,-99.168567,false,abstemious,informal,family,?,single,independent,1987,technology,hard-worker,Catholic,student,green,110,medium,1.75,Mexican,Mexican,cash,yes,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
U1123,132584,1,2,0,23.753112,-99.168567,false,abstemious,informal,family,?,single,independent,1987,technology,hard-worker,Catholic,student,green,110,medium,1.75,Mexican,Mexican,cash,yes,08:30-20:00;,Mon;Tue;Wed;Thu;Fri;
U1123,132667,1,2,1,23.753112,-99.168567,false,abstemious,informal,family,?,single,independent,1987,technology,hard-worker,Catholic,student,green,110,medium,1.75,Mexican,Armenian,cash,none,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
U1123,132740,1,1,1,23.753112,-99.168567,false,abstemious,informal,family,?,single,independent,1987,technology,hard-worker,Catholic,student,green,110,medium,1.75,Mexican,Mexican,cash,none,08:30-12:00;,Mon;Tue;Wed;Thu;Fri;
U1123,132613,1,2,1,23.753112,-99.168567,false,abstemious,informal,family,?,single,independent,1987,technology,hard-worker,Catholic,student,green,110,medium,1.75,Mexican,Mexican,cash,yes,08:00-16:00;,Mon;Tue;Wed;Thu;Fri;
U1123,132594,1,1,1,23.753112,-99.168567,false,abstemious,informal,family,?,single,independent,1987,technology,hard-worker,Catholic,student,green,110,medium,1.75,Mexican,Mexican,cash,public,09:30-23:30;,Mon;Tue;Wed;Thu;Fri;
U1021,132740,2,2,1,23.730569,-99.171883,false,social drinker,no preference,family,car owner,single,dependent,1984,none,hard-worker,Catholic,student,purple,108,medium,1.62,Pizzeria,Mexican,cash,none,08:30-12:00;,Mon;Tue;Wed;Thu;Fri;
U1026,132626,2,2,2,23.733,-99.133,false,abstemious,formal,family,public,single,independent,1989,technology,hunter-ostentatious,Catholic,student,red,49,medium,1.55,Mexican,Italian,cash,yes,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
U1021,132668,2,2,2,23.730569,-99.171883,false,social drinker,no preference,family,car owner,single,dependent,1984,none,hard-worker,Catholic,student,purple,108,medium,1.62,Pizzeria,Mexican,,none,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
U1021,132715,2,2,1,23.730569,-99.171883,false,social drinker,no preference,family,car owner,single,dependent,1984,none,hard-worker,Catholic,student,purple,108,medium,1.62,Pizzeria,Mexican,cash,none,09:00-16:00;,Mon;Tue;Wed;Thu;Fri;
U1044,134987,0,0,0,18.95298,-99.260789,true,social drinker,informal,family,car owner,married,kids,1969,variety,thrifty-protector,Catholic,professional,orange,85,medium,1.73,Mexican,,cash,none,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;
U1083,135034,2,2,2,22.13392,-101.028373,false,abstemious,?,?,?,?,?,1981,none,hard-worker,none,?,yellow,40,?,1.6,Mexican,Japanese,cash,none,13:30-23:00;,Mon;Tue;Wed;Thu;Fri;
U1083,132723,1,1,1,22.13392,-101.028373,false,abstemious,?,?,?,?,?,1981,none,hard-worker,none,?,yellow,40,?,1.6,Mexican,Mexican,cash,public,06:30-15:00;,Mon;Tue;Wed;Thu;Fri;
U1083,135046,2,2,1,22.13392,-101.028373,false,abstemious,?,?,?,?,?,1981,none,hard-worker,none,?,yellow,40,?,1.6,Mexican,Fast_Food,cash,yes,08:30-21:00;,Mon;Tue;Wed;Thu;Fri;
U1108,135075,2,2,2,22.143524,-100.987562,false,abstemious,informal,solitary,public,single,independent,1983,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,Cafe-Coffee_Shop,Seafood,cash,yes,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
U1108,132572,1,2,1,22.143524,-100.987562,false,abstemious,informal,solitary,public,single,independent,1983,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,Cafe-Coffee_Shop,Cafeteria,cash,yes,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
U1108,135074,2,2,1,22.143524,-100.987562,false,abstemious,informal,solitary,public,single,independent,1983,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,Cafe-Coffee_Shop,Contemporary,cash,public,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;
U1108,135028,1,1,1,22.143524,-100.987562,false,abstemious,informal,solitary,public,single,independent,1983,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,Cafe-Coffee_Shop,Mexican,cash,none,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;
U1108,135085,1,2,1,22.143524,-100.987562,false,abstemious,informal,solitary,public,single,independent,1983,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,Cafe-Coffee_Shop,Fast_Food,cash,public,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;
U1108,135032,2,1,2,22.143524,-100.987562,false,abstemious,informal,solitary,public,single,independent,1983,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,Cafe-Coffee_Shop,Cafeteria,cash,public,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;
U1108,135086,1,1,0,22.143524,-100.987562,false,abstemious,informal,solitary,public,single,independent,1983,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,Cafe-Coffee_Shop,Burgers,cash,yes,08:00-23:00;,Mon;Tue;Wed;Thu;Fri;
U1108,132723,2,2,2,22.143524,-100.987562,false,abstemious,informal,solitary,public,single,independent,1983,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,Cafe-Coffee_Shop,Mexican,cash,public,06:30-15:00;,Mon;Tue;Wed;Thu;Fri;
U1108,135046,1,2,1,22.143524,-100.987562,false,abstemious,informal,solitary,public,single,independent,1983,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,Cafe-Coffee_Shop,Fast_Food,cash,yes,08:30-21:00;,Mon;Tue;Wed;Thu;Fri;
U1108,135058,1,1,1,22.143524,-100.987562,false,abstemious,informal,solitary,public,single,independent,1983,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,Cafe-Coffee_Shop,Pizzeria,cash,public,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;
U1012,135001,1,1,2,18.813348,-99.243697,false,casual drinker,formal,family,public,single,independent,1988,technology,hard-worker,Catholic,student,red,98,medium,1.84,Latin_American,,cash,yes,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;
U1012,134983,2,2,2,18.813348,-99.243697,false,casual drinker,formal,family,public,single,independent,1988,technology,hard-worker,Catholic,student,red,98,medium,1.84,Latin_American,Bar,cash,yes,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;
U1012,134996,2,2,2,18.813348,-99.243697,false,casual drinker,formal,family,public,single,independent,1988,technology,hard-worker,Catholic,student,red,98,medium,1.84,Latin_American,,cash,yes,07:00-23:00;,Mon;Tue;Wed;Thu;Fri;
U1093,135019,2,2,2,18.871654,-99.183251,true,casual drinker,no preference,family,car owner,single,independent,1990,variety,thrifty-protector,Catholic,student,blue,80,medium,1.67,Japanese,Bar,,none,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;
U1093,134996,2,2,2,18.871654,-99.183251,true,casual drinker,no preference,family,car owner,single,independent,1990,variety,thrifty-protector,Catholic,student,blue,80,medium,1.67,Japanese,,cash,yes,07:00-23:00;,Mon;Tue;Wed;Thu;Fri;
U1093,135001,2,2,2,18.871654,-99.183251,true,casual drinker,no preference,family,car owner,single,independent,1990,variety,thrifty-protector,Catholic,student,blue,80,medium,1.67,Japanese,,cash,yes,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;
U1093,134976,2,2,1,18.871654,-99.183251,true,casual drinker,no preference,family,car owner,single,independent,1990,variety,thrifty-protector,Catholic,student,blue,80,medium,1.67,Japanese,Mexican,VISA,yes,,
U1093,134999,2,2,2,18.871654,-99.183251,true,casual drinker,no preference,family,car owner,single,independent,1990,variety,thrifty-protector,Catholic,student,blue,80,medium,1.67,Japanese,Japanese,,none,11:00-21:00;,Mon;Tue;Wed;Thu;Fri;
U1030,135018,2,2,2,18.844818,-99.182758,false,casual drinker,formal,family,on foot,single,independent,1991,eco-friendly,hard-worker,Catholic,student,black,64,medium,1.75,Mexican,Mexican,cash,yes,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;
U1093,135013,2,2,1,18.871654,-99.183251,true,casual drinker,no preference,family,car owner,single,independent,1990,variety,thrifty-protector,Catholic,student,blue,80,medium,1.67,Japanese,,cash,none,13:00-22:00;,Mon;Tue;Wed;Thu;Fri;
U1030,134986,2,2,2,18.844818,-99.182758,false,casual drinker,formal,family,on foot,single,independent,1991,eco-friendly,hard-worker,Catholic,student,black,64,medium,1.75,Mexican,International,,yes,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
U1012,134986,2,2,2,18.813348,-99.243697,false,casual drinker,formal,family,public,single,independent,1988,technology,hard-worker,Catholic,student,red,98,medium,1.84,Latin_American,International,,yes,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
U1012,135018,2,2,2,18.813348,-99.243697,false,casual drinker,formal,family,public,single,independent,1988,technology,hard-worker,Catholic,student,red,98,medium,1.84,Latin_American,Mexican,cash,yes,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;
U1030,135088,1,0,1,18.844818,-99.182758,false,casual drinker,formal,family,on foot,single,independent,1991,eco-friendly,hard-worker,Catholic,student,black,64,medium,1.75,Mexican,Cafeteria,cash,public,09:00-16:00;,Mon;Tue;Wed;Thu;Fri;
U1093,132767,2,2,2,18.871654,-99.183251,true,casual drinker,no preference,family,car owner,single,independent,1990,variety,thrifty-protector,Catholic,student,blue,80,medium,1.67,Japanese,Vietnamese,cash,yes,14:00-20:00;,Mon;Tue;Wed;Thu;Fri;
U1030,135016,0,0,0,18.844818,-99.182758,false,casual drinker,formal,family,on foot,single,independent,1991,eco-friendly,hard-worker,Catholic,student,black,64,medium,1.75,Mexican,,cash,none,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;
U1093,135011,1,1,0,18.871654,-99.183251,true,casual drinker,no preference,family,car owner,single,independent,1990,variety,thrifty-protector,Catholic,student,blue,80,medium,1.67,Japanese,,cash,none,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;
U1030,132767,0,0,0,18.844818,-99.182758,false,casual drinker,formal,family,on foot,single,independent,1991,eco-friendly,hard-worker,Catholic,student,black,64,medium,1.75,Mexican,Vietnamese,cash,yes,14:00-20:00;,Mon;Tue;Wed;Thu;Fri;
U1030,135019,0,0,0,18.844818,-99.182758,false,casual drinker,formal,family,on foot,single,independent,1991,eco-friendly,hard-worker,Catholic,student,black,64,medium,1.75,Mexican,Bar,,none,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;
U1030,135109,0,0,0,18.844818,-99.182758,false,casual drinker,formal,family,on foot,single,independent,1991,eco-friendly,hard-worker,Catholic,student,black,64,medium,1.75,Mexican,Italian,cash,none,08:00-21:00;,Mon;Tue;Wed;Thu;Fri;
U1030,134996,0,0,0,18.844818,-99.182758,false,casual drinker,formal,family,on foot,single,independent,1991,eco-friendly,hard-worker,Catholic,student,black,64,medium,1.75,Mexican,,cash,yes,07:00-23:00;,Mon;Tue;Wed;Thu;Fri;
U1066,135011,1,2,2,18.890695,-99.157104,false,abstemious,informal,solitary,public,single,?,1986,technology,thrifty-protector,Catholic,student,green,45,low,1.45,Mexican,,cash,none,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;
U1066,134999,1,1,1,18.890695,-99.157104,false,abstemious,informal,solitary,public,single,?,1986,technology,thrifty-protector,Catholic,student,green,45,low,1.45,Mexican,Japanese,,none,11:00-21:00;,Mon;Tue;Wed;Thu;Fri;
U1127,134975,2,2,2,18.943935,-99.206532,false,abstemious,no preference,solitary,public,single,independent,1992,variety,hard-worker,Catholic,student,black,65,low,1.76,Mexican,,cash,valet parking,08:00-23:30;,Mon;Tue;Wed;Thu;Fri;
U1127,135021,2,1,1,18.943935,-99.206532,false,abstemious,no preference,solitary,public,single,independent,1992,variety,hard-worker,Catholic,student,black,65,low,1.76,Mexican,Fast_Food,cash,public,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
U1127,134987,2,0,2,18.943935,-99.206532,false,abstemious,no preference,solitary,public,single,independent,1992,variety,hard-worker,Catholic,student,black,65,low,1.76,Mexican,,cash,none,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;
U1127,134996,2,2,2,18.943935,-99.206532,false,abstemious,no preference,solitary,public,single,independent,1992,variety,hard-worker,Catholic,student,black,65,low,1.76,Mexican,,cash,yes,07:00-23:00;,Mon;Tue;Wed;Thu;Fri;
U1017,132768,1,1,1,18.952615,-99.201616,false,casual drinker,formal,family,public,single,?,1991,retro,hunter-ostentatious,none,professional,orange,79,medium,1.79,Chinese,Family,cash,none,09:00-19:00;,Mon;Tue;Wed;Thu;Fri;
U1066,135019,2,1,0,18.890695,-99.157104,false,abstemious,informal,solitary,public,single,?,1986,technology,thrifty-protector,Catholic,student,green,45,low,1.45,Mexican,Bar,,none,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;
U1017,134975,2,1,1,18.952615,-99.201616,false,casual drinker,formal,family,public,single,?,1991,retro,hunter-ostentatious,none,professional,orange,79,medium,1.79,Chinese,,cash,valet parking,08:00-23:30;,Mon;Tue;Wed;Thu;Fri;
U1017,134983,0,0,1,18.952615,-99.201616,false,casual drinker,formal,family,public,single,?,1991,retro,hunter-ostentatious,none,professional,orange,79,medium,1.79,Chinese,Bar,cash,yes,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;
U1066,132767,1,2,1,18.890695,-99.157104,false,abstemious,informal,solitary,public,single,?,1986,technology,thrifty-protector,Catholic,student,green,45,low,1.45,Mexican,Vietnamese,cash,yes,14:00-20:00;,Mon;Tue;Wed;Thu;Fri;
U1100,135021,2,1,0,18.879729,-99.067106,false,casual drinker,formal,friends,public,single,independent,1990,eco-friendly,hard-worker,Christian,student,black,40,medium,1.65,Mexican,Fast_Food,cash,public,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
U1100,134996,2,1,1,18.879729,-99.067106,false,casual drinker,formal,friends,public,single,independent,1990,eco-friendly,hard-worker,Christian,student,black,40,medium,1.65,Mexican,,cash,yes,07:00-23:00;,Mon;Tue;Wed;Thu;Fri;
U1066,135013,1,2,2,18.890695,-99.157104,false,abstemious,informal,solitary,public,single,?,1986,technology,thrifty-protector,Catholic,student,green,45,low,1.45,Mexican,,cash,none,13:00-22:00;,Mon;Tue;Wed;Thu;Fri;
U1100,135000,2,1,1,18.879729,-99.067106,false,casual drinker,formal,friends,public,single,independent,1990,eco-friendly,hard-worker,Christian,student,black,40,medium,1.65,Mexican,,cash,none,07:30-18:00;,Mon;Tue;Wed;Thu;Fri;
U1100,135001,2,2,2,18.879729,-99.067106,false,casual drinker,formal,friends,public,single,independent,1990,eco-friendly,hard-worker,Christian,student,black,40,medium,1.65,Mexican,,cash,yes,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;
U1100,132768,2,2,2,18.879729,-99.067106,false,casual drinker,formal,friends,public,single,independent,1990,eco-friendly,hard-worker,Christian,student,black,40,medium,1.65,Mexican,Family,cash,none,09:00-19:00;,Mon;Tue;Wed;Thu;Fri;
U1100,134976,2,2,1,18.879729,-99.067106,false,casual drinker,formal,friends,public,single,independent,1990,eco-friendly,hard-worker,Christian,student,black,40,medium,1.65,Mexican,Mexican,VISA,yes,,
